Year,Type,Fund_Name,Assets,Liabilities,Active_Male,Active_Female,Retired_Members,Active_Members,Position,Funding
2014,Police,Bradley Police Pension Fund,13135576.97,19584624.8,33,1,10,34,-6449047.83,0.670708635
2014,Police,Braidwood Police Pension Fund,2906306.98,5227061.56,13,1,0,14,-2320754.58,0.556011623
2014,Police,Bridgeview Police Pension Fund,20722444.11,39081843.45,32,1,19,33,-18359399.34,0.530232002
2014,Police,Broadview Police Pension Fund,23849244.56,36194391.9,27,1,21,28,-12345147.34,0.658920991
2014,Police,Brookfield Police Pension Fund,14638510.84,32054706.95,29,1,24,30,-17416196.11,0.45667274
2014,Police,Buffalo Grove Police Pension Fund,55964910.14,80022700.26,51,12,38,63,-24057790.12,0.69936293
2014,Police,Burbank Police Pension Fund,35951388.21,49303563.8,52,1,28,53,-13352175.59,0.729184372
2014,Police,Burnham Police Pension Fund,1925364.05,6893221.64,10,0,4,10,-4967857.59,0.279312657
2014,Police,Burr Ridge Police Pension Fund,14263873.28,20369298.75,23,3,10,26,-6105425.47,0.700263345
2014,Police,Cahokia Police Pension Fund,15036218.82,21513685.32,31,2,16,33,-6477466.5,0.698914138
2014,Police,Cairo Police Pension Fund,1338358.62,5459105.53,4,0,8,4,-4120746.91,0.245160789
2014,Police,Calumet City Police Pension Fund,45916214.51,82876427.07,77,9,42,86,-36960212.56,0.554032264
2014,Police,Calumet Park Police Pension Fund,7114914.6,14921021.43,16,2,6,18,-7806106.83,0.476838307
2014,Police,Campton Hills Police Pension Fund,941743.71,1251156.03,5,0,0,5,-309412.32,0.752698854
2014,Police,Canton Police Pension Fund,14636921.03,17759963.59,22,1,14,23,-3123042.56,0.824152649
2014,Police,Carbondale Police Pension Fund,21190962.16,44225078.72,54,15,37,69,-23034116.56,0.479161661
2014,Police,Carlinville Police Pension Fund,3823251.66,6916810,11,0,9,11,-3093558.34,0.552747822
2014,Police,Carmi Police Pension Fund,3534422.35,7673887.62,8,1,8,9,-4139465.27,0.46057781
2014,Police,Carol Stream Police Pension Fund,38740781.87,55912716.47,57,7,22,64,-17171934.6,0.692879622
2014,Police,Carpentersville Police Pension Fund,31000319.32,57052308.55,56,3,27,59,-26051989.23,0.543366607
2014,Police,Carterville Police Pension Fund,301402.51,1250149.93,6,0,0,6,-948747.42,0.24109309
2014,Police,Cary Police Pension Fund,8596179.88,16605140.59,25,3,6,28,-8008960.71,0.517681849
2014,Police,Caseyville Police Pension Fund,2278863.88,4005318.8,10,0,2,10,-1726454.92,0.568959425
2014,Police,Centralia Police Pension Fund,10035113.58,19767629.81,20,2,23,22,-9732516.23,0.50765386
2014,Police,Centreville Police Pension Fund,1075682.69,3618537.17,7,1,2,8,-2542854.48,0.29727004
2014,Police,Champaign Police Pension Fund,81178171.58,110248063.6,108,11,67,119,-29069892.01,0.736322879
2014,Police,Channahon Police Pension Fund,5995085.67,10431624.31,23,0,3,23,-4436538.64,0.574702989
2014,Police,Charleston Police Pension Fund,11798996.21,24046567.86,31,1,18,32,-12247571.65,0.490672776
2014,Police,Chatham Police Pension Fund,5550560.25,8252636.2,14,2,3,16,-2702075.95,0.672580266
2014,Police,Cherry Valley Police Pension Fund,2608702.59,11929931.57,13,0,7,13,-9321228.98,0.218668697
2014,Police,Chester Police Pension Fund,2748527.51,3598250.41,8,0,5,8,-849722.9,0.763851093
2014,Police,Chicago Heights Police Pension Fund,44355383.66,86203908.24,81,1,50,82,-41848524.58,0.514540287
2014,Police,Chicago Ridge Police Pension Fund,16622961.81,33294644.91,30,1,12,31,-16671683.1,0.499268331
2014,Police,Chillicothe Police Pension Fund,3192001.6,4768854.63,8,0,4,8,-1576853.03,0.669343448
2014,Police,Cicero Police Pension Fund,59749202.71,122017296.2,139,13,64,152,-62268093.51,0.48967814
2014,Police,Clarendon Hills Police Pension Fund,8290998.94,13868049.63,11,2,8,13,-5577050.69,0.597848952
2014,Police,Clinton Police Pension Fund,4798551.63,5559124.08,13,0,4,13,-760572.45,0.86318484
2014,Police,Coal City Police Pension Fund,1636602.28,6718203.09,12,0,2,12,-5081600.81,0.243607146
2014,Police,Collinsville Police Pension Fund,22164263.48,34408313.58,38,2,17,40,-12244050.1,0.64415431
2014,Police,Colona Police Pension Fund,1881832.71,4012546,7,3,4,10,-2130713.29,0.468987199
2014,Police,Columbia Police Pension Fund,5013137.98,7800709.15,13,2,5,15,-2787571.17,0.64265157
2014,Police,Country Club Hills Police Pension Fund,17361253.97,30095468.99,28,3,15,31,-12734215.02,0.576872684
2014,Police,Countryside Police Pension Fund,17898513.9,32264457.98,21,2,15,23,-14365944.08,0.554743982
2014,Police,Crest Hill Police Pension Fund,13556956,20514535.26,27,2,10,29,-6957579.26,0.660846362
2014,Police,Crestwood Police Pension Fund,325707.48,977895.14,5,0,1,5,-652187.66,0.333069945
2014,Police,Crete Police Pension Fund,6270146.13,9116103.96,15,0,5,15,-2845957.83,0.687809854
2014,Police,Creve Coeur Police Pension Fund,1615524.17,3531388.8,5,0,4,5,-1915864.63,0.457475589
2014,Police,Crystal Lake Police Pension Fund,31634001.57,54507952.98,61,5,22,66,-22873951.41,0.580355707
2014,Police,Danville Police Pension Fund,19564549.09,55078786.27,52,9,49,61,-35514237.18,0.355210244
2014,Police,Darien Police Pension Fund,23114717.58,38921293.01,28,4,16,32,-15806575.43,0.593883599
2014,Police,Decatur Police Pension Fund,91468210.97,143219122.7,151,13,99,164,-51750911.74,0.638659204
2014,Police,Deerfield Police Pension Fund,38872024.93,50031327.14,36,3,26,39,-11159302.21,0.776953704
2014,Police,Dekalb Police Pension Fund,28482607.54,57732386.6,57,5,34,62,-29249779.06,0.493355796
2014,Police,Des Plaines Police Pension Fund,62465289.94,129614358.9,83,9,73,92,-67149068.95,0.481931867
2014,Police,Dixon Police Pension Fund,14048521.69,20478488.27,27,1,17,28,-6429966.58,0.686013611
2014,Police,Dolton Police Pension Fund,25333782,34447277.43,37,4,26,41,-9113495.43,0.735436409
2014,Police,Downers Grove Police Pension Fund,48031300.15,86051914.23,69,4,40,73,-38020614.08,0.558166551
2014,Police,Duquoin Police Pension Fund,3722927.62,6731412.47,11,0,3,11,-3008484.85,0.55306782
2014,Police,East Alton Police Pension Fund,2859086.98,8373832.1,11,0,6,11,-5514745.12,0.341431133
2014,Police,East Dundee Police Pension Fund,7623976.07,13391061.4,13,0,5,13,-5767085.33,0.569333217
2014,Police,East Moline Police Pension Fund,20390843.49,31992368.38,36,2,23,38,-11601524.89,0.637365863
2014,Police,East Peoria Police Pension Fund,25122204.6,39124977.6,44,3,26,47,-14002773,0.642101444
2014,Police,East St Louis Police Pension Fund,20729865.31,47105782.43,44,9,41,53,-26375917.12,0.440070502
2014,Police,Edwardsville Police Pension Fund,17994958.62,26410888.91,38,3,12,41,-8415930.29,0.681346193
2014,Police,Effingham Police Pension Fund,13301130.64,18855080.38,21,1,17,22,-5553949.74,0.705440145
2014,Police,Elburn Police Pension Fund,700003.88,2197737.53,6,0,0,6,-1497733.65,0.318511137
2014,Police,Eldorado Police Pension Fund,1548250.37,2452809.2,7,0,2,7,-904558.83,0.631215168
2014,Police,Elgin Police Pension Fund,84271091.17,184060525.4,157,16,91,173,-99789434.24,0.457844456
2014,Police,Elk Grove Village Police Pension Fund,64564503.9,106518555.2,79,8,55,87,-41954051.3,0.606133868
2014,Police,Elmhurst Police Pension Fund,54585189.76,84895742.97,61,7,57,68,-30310553.21,0.642967337
2014,Police,Elmwood Park Police Pension Fund,15105227.29,39777688.29,34,2,26,36,-24672461,0.379741205
2014,Police,Eureka Police Pension Fund,406864.26,456373.87,5,1,0,6,-49509.61,0.89151524
2014,Police,Evanston Police Pension Fund,95328512.98,188516436,136,27,129,163,-93187922.97,0.505677463
2014,Police,Evergreen Park Police Pension Fund,45425814.56,59213596.44,57,4,30,61,-13787781.88,0.767151757
2014,Police,Fairfield Police Pension Fund,2168295.14,7265912.71,12,0,4,12,-5097617.57,0.298420202
2014,Police,Fairview Heights Police Pension Fund,22331394.33,33994391.88,43,1,18,44,-11662997.55,0.65691407
2014,Police,Flora Police Pension Fund,4842884.21,8878968.71,11,0,7,11,-4036084.5,0.545433188
2014,Police,Flossmoor Police Pension Fund,11984165.67,18285520.51,18,1,10,19,-6301354.84,0.655391005
2014,Police,Forest Park Police Pension Fund,21850493.13,38425581.22,34,2,23,36,-16575088.09,0.56864444
2014,Police,Forest View Police Pension Fund,2202085.74,9320926.77,8,0,7,8,-7118841.03,0.236251801
2014,Police,Fox Lake Police Pension Fund,12482771.34,17110812.3,21,3,6,24,-4628040.96,0.729525351
2014,Police,Fox River Grove Police Pension Fund,1370267.95,8559637.23,8,2,5,10,-7189369.28,0.160084816
2014,Police,Frankfort Police Pension Fund,9440681.94,17455051.38,26,2,7,28,-8014369.44,0.540856726
2014,Police,Franklin Park Police Pension Fund,22427212.63,52026166.49,43,4,34,47,-29598953.86,0.431075633
2014,Police,Freeport Police Pension Fund,20760895.04,39713787.21,41,6,32,47,-18952892.17,0.522762912
2014,Police,Galesburg Police Pension Fund,23879505.36,45425870.35,45,4,40,49,-21546364.99,0.525680745
2014,Police,Geneseo Police Pension Fund,4698244.07,8825450.02,13,0,7,13,-4127205.95,0.532351785
2014,Police,Geneva Police Pension Fund,17161206.32,31484917.87,33,3,13,36,-14323711.55,0.545061175
2014,Police,Genoa Police Pension Fund,1184010.1,4753008.43,6,0,0,6,-3568998.33,0.249107511
2014,Police,Gilberts Police Pension Fund,1587911.19,2850876.23,7,0,0,7,-1262965.04,0.556990575
2014,Police,Glen Carbon Police Pension Fund,5033735.41,5642905.99,17,2,1,19,-609170.58,0.892046655
2014,Police,Glen Ellyn Police Pension Fund,27335775.26,38920329.33,34,5,24,39,-11584554.07,0.702352106
2014,Police,Glencoe Police Pension Fund,29407110.45,45557200.28,28,3,21,31,-16150089.83,0.645498632
2014,Police,Glendale Heights Police Pension Fund,32483444.44,51541820.39,45,8,18,53,-19058375.95,0.630234714
2014,Police,Glenview Police Pension Fund,63964562.54,86322618.3,65,7,41,72,-22358055.76,0.740994235
2014,Police,Glenwood Police Pension Fund,7039607.9,14518814.61,21,1,12,22,-7479206.71,0.484861064
2014,Police,Granite City Police Pension Fund,16739156.61,48597827.02,54,4,36,58,-31858670.41,0.344442491
2014,Police,Grayslake Police Pension Fund,14772825.43,18169719.71,26,4,5,30,-3396894.28,0.813046413
2014,Police,Greenville Police Pension Fund,3622459.18,5812980.8,9,1,3,10,-2190521.62,0.623167236
2014,Police,Gurnee Police Pension Fund,33832717.61,48333965.12,55,8,14,63,-14501247.51,0.699978111
2014,Police,Hampshire Police Pension Fund,626464.44,2610270.73,11,0,0,11,-1983806.29,0.239999795
2014,Police,Hanover Park Police Pension Fund,27338324.82,48380511.11,53,9,26,62,-21042186.29,0.565068954
2014,Police,Harrisburg Police Pension Fund,4815569.05,10138583.47,14,0,8,14,-5323014.42,0.474974543
2014,Police,Harvard Police Pension Fund,8562322.97,13180549.99,18,0,6,18,-4618227.02,0.649618034
2014,Police,Harvey Police Pension Fund,18827486.11,29166000.1,52,3,23,55,-10338513.99,0.645528562
2014,Police,Harwood Heights Police Pension Fund,16489635,23889406.08,21,5,11,26,-7399771.08,0.690248847
2014,Police,Hawthorn Woods Police Pension Fund,2598786.36,5659239.17,8,2,1,10,-3060452.81,0.459211262
2014,Police,Hazel Crest Police Pension Fund,14623218.28,24082396.61,24,4,12,28,-9459178.33,0.607216072
2014,Police,Herrin Police Pension Fund,4891187.87,12365947.84,18,0,7,18,-7474759.97,0.395536835
2014,Police,Hickory Hills Police Pension Fund,20775714.43,29445687.89,26,2,13,28,-8669973.46,0.705560505
2014,Police,Highland Park Police Pension Fund,33145537.45,72431953.48,46,9,43,55,-39286416.03,0.457609327
2014,Police,Highland Police Pension Fund,9496995.01,13713279.86,19,1,10,20,-4216284.85,0.692540013
2014,Police,Highwood Police Pension Fund,2701736.38,4037386.22,10,0,2,10,-1335649.84,0.669179571
2014,Police,Hillsboro Police Pension Fund,1284098,2723811.69,7,0,1,7,-1439713.69,0.471434206
2014,Police,Hillside Police Pension Fund,15996689.84,33723826.57,25,0,15,25,-17727136.73,0.474343853
2014,Police,Hinsdale Police Pension Fund,24376297.42,31650580.88,24,1,14,25,-7274283.46,0.770169038
2014,Police,Hodgkins Police Pension Fund,11137608.5,20395883.29,18,2,9,20,-9258274.79,0.546071398
2014,Police,Hoffman Estates Police Pension Fund,67929054.16,112455352.8,81,9,45,90,-44526298.65,0.604053542
2014,Police,Homewood Police Pension Fund,24423541,42353536.19,31,4,24,35,-17929995.19,0.576658839
2014,Police,Hoopeston Police Pension Fund,3244523.38,2824772.55,11,0,2,11,419750.83,1.148596329
2014,Police,Huntley Police Pension Fund,5938800.38,12303408.21,30,4,2,34,-6364607.83,0.482695549
2014,Police,Island Lake Police Pension Fund,3313355.56,6781288.85,11,2,3,13,-3467933.29,0.488602629
2014,Police,Itasca Police Pension Fund,14879729.62,27310112.14,21,1,14,22,-12430382.52,0.544843227
2014,Police,Jacksonville Police Pension Fund,16631910.49,27123491.05,38,1,26,39,-10491580.56,0.613192102
2014,Police,Jerseyville Police Pension Fund,3153392.06,10225576.9,15,1,8,16,-7072184.84,0.308382802
2014,Police,Johnsburg Police Pension Fund,2041887.53,4913381.15,9,2,1,11,-2871493.62,0.415576864
2014,Police,Joliet Police Pension Fund,171479327.5,306591868.3,242,20,127,262,-135112540.7,0.55930814
2014,Police,Kankakee Police Pension Fund,19770227.36,58384699.74,62,7,31,69,-38614472.38,0.338620006
2014,Police,Kenilworth Police Pension Fund,6333534.37,12739017.71,9,0,8,9,-6405483.34,0.497176039
2014,Police,Kewanee Police Pension Fund,8837944.6,14379343.53,22,0,13,22,-5541398.93,0.614627822
2014,Police,Kildeer Police Pension Fund,3755339.1,9343132.58,9,0,4,9,-5587793.48,0.401935761
2014,Police,Lagrange Park Police Pension Fund,13402244.73,23533890.49,17,4,15,21,-10131645.76,0.569487002
2014,Police,Lagrange Police Pension Fund,16654428.95,33184733.44,21,5,26,26,-16530304.49,0.501870204
2014,Police,Lake Bluff Police Pension Fund,8344702.71,16462954.87,12,2,8,14,-8118252.16,0.506877579
2014,Police,Lake Forest Police Pension Fund,25949082.45,48843496.33,37,2,27,39,-22894413.88,0.531269962
2014,Police,Lake In The Hills Police Pension Fund,22544278.15,28617747.72,35,4,9,39,-6073469.57,0.787772622
2014,Police,Lake Villa Police Pension Fund,4018495.41,10987648.93,15,1,1,16,-6969153.52,0.365728413
2014,Police,Lake Zurich Police Pension Fund,15182274,33767035.8,30,3,11,33,-18584761.8,0.449618204
2014,Police,Lakemoor Police Pension Fund,128692.42,540857.22,13,0,0,13,-412164.8,0.237941577
2014,Police,Lansing Police Pension Fund,30894816.34,67289755.59,51,2,38,53,-36394939.25,0.459131053
2014,Police,Lasalle Police Pension Fund,6897874.82,17774289.7,24,0,14,24,-10876414.88,0.388081602
2014,Police,Lawrenceville Police Pension Fund,3822954.29,5091985.05,5,1,8,6,-1269030.76,0.750778773
2014,Police,Lemont Police Pension Fund,12728808.31,18885092.39,24,3,8,27,-6156284.08,0.674013558
2014,Police,Libertyville Police Pension Fund,25499854.34,47179934.15,36,3,27,39,-21680079.81,0.540480923
2014,Police,Lincoln Police Pension Fund,9696590.13,20633813.7,24,2,17,26,-10937223.57,0.469936885
2014,Police,Lincolnshire Police Pension Fund,19578788.87,21594471.91,17,6,11,23,-2015683.04,0.906657452
2014,Police,Lincolnwood Police Pension Fund,18715239.2,40497632.68,28,4,24,32,-21782393.48,0.462131684
2014,Police,Lindenhurst Police Pension Fund,6141726.82,7423185.65,13,2,1,15,-1281458.83,0.827370769
2014,Police,Lisle Police Pension Fund,24013130.81,34182260.18,31,5,15,36,-10169129.37,0.702502722
2014,Police,Litchfield Police Pension Fund,4770265.98,8883470.9,14,0,8,14,-4113204.92,0.536982226
2014,Police,Lockport Police Pension Fund,17104837.34,27160645.47,37,1,13,38,-10055808.13,0.629765495
2014,Police,Lombard Police Pension Fund,56750242.05,84284274.64,58,7,50,65,-27534032.59,0.673319457
2014,Police,Loves Park Police Pension Fund,11382934.57,22026979.21,30,2,14,32,-10644044.64,0.516772385
2014,Police,Lynwood Police Pension Fund,2885483.08,8085271.3,22,2,3,24,-5199788.22,0.356881417
2014,Police,Lyons Police Pension Fund,10405667.68,24495341.61,13,1,15,14,-14089673.93,0.424801901
2014,Police,Macomb Police Pension Fund,12731848.41,19290460.71,28,1,23,29,-6558612.3,0.660007483
2014,Police,Madison Police Pension Fund,1932901.21,10068511.96,11,1,9,12,-8135610.75,0.191974864
2014,Police,Mahomet Police Pension Fund,733262.22,1611966.89,7,1,0,8,-878704.67,0.454886651
2014,Police,Manhattan Police Pension Fund,1300618.38,4860203.34,9,1,4,10,-3559584.96,0.267605754
2014,Police,Manteno Police Pension Fund,5031002.26,5840017.28,17,0,0,17,-809015.02,0.861470441
2014,Police,Marengo Police Pension Fund,4681450.1,10708224.73,12,1,3,13,-6026774.63,0.437182653
2014,Police,Marion Police Pension Fund,9537585.33,16590149.69,27,4,8,31,-7052564.36,0.574894471
2014,Police,Markham Police Pension Fund,15743166.89,22561340.68,30,7,10,37,-6818173.79,0.697793944
2014,Police,Marseilles Police Pension Fund,3097401.88,4095403.09,9,0,2,9,-998001.21,0.756311848
2014,Police,Maryville Police Pension Fund,1976478.08,4109645.89,12,0,1,12,-2133167.81,0.480936347
2014,Police,Mascoutah Police Pension Fund,4105980.44,5717220.26,11,1,0,12,-1611239.82,0.71817776
2014,Police,Matteson Police Pension Fund,21534393.26,38761284.58,34,3,23,37,-17226891.32,0.555564489
2014,Police,Mattoon Police Pension Fund,16683338.73,36431644.31,36,1,29,37,-19748305.58,0.457935376
2014,Police,Maywood Police Pension Fund,16798310.32,51125158.85,46,8,31,54,-34326848.53,0.328572286
2014,Police,Mccook Police Pension Fund,8423400.98,17298336.36,16,1,8,17,-8874935.38,0.486948618
2014,Police,Mchenry Police Pension Fund,19977608.08,38219858.15,40,6,21,46,-18242250.07,0.522702308
2014,Police,Melrose Park Police Pension Fund,21754587.6,65177540.54,72,4,34,76,-43422952.94,0.333774294
2014,Police,Mendota Police Pension Fund,4918400.1,9817518.55,13,2,7,15,-4899118.45,0.500982002
2014,Police,Metropolis Police Pension Fund,5038876.14,7967376.35,16,0,5,16,-2928500.21,0.632438574
2014,Police,Midlothian Police Pension Fund,13509551.56,18287957.89,28,0,12,28,-4778406.33,0.738712963
2014,Police,Milan Police Pension Fund,5721526.84,10919854.3,13,1,10,14,-5198327.46,0.523956335
2014,Police,Minooka Police Pension Fund,4590483.27,7497024.12,16,3,2,19,-2906540.85,0.61230739
2014,Police,Mokena Police Pension Fund,14724891.27,17844399.14,29,2,4,31,-3119507.87,0.825182801
2014,Police,Moline Police Pension Fund,34939869.56,82679354.63,69,10,60,79,-47739485.07,0.422594851
2014,Police,Monee Police Pension Fund,692407.86,4149941.03,11,1,0,12,-3457533.17,0.166847638
2014,Police,Monmouth Police Pension Fund,6410231.42,12004875.53,19,1,11,20,-5594644.11,0.533969003
2014,Police,Montgomery Police Pension Fund,7469388.27,11973920.08,22,2,5,24,-4504531.81,0.623804754
2014,Police,Monticello Police Pension Fund,926150.72,2924857.71,5,1,2,6,-1998706.99,0.316648129
2014,Police,Morris Police Pension Fund,11863196.37,18390975.92,23,3,9,26,-6527779.55,0.645055294
2014,Police,Morton Grove Police Pension Fund,31302352.74,58261921.63,43,2,41,45,-26959568.89,0.537269487
2014,Police,Morton Police Pension Fund,10211010.16,13315336.58,22,1,8,23,-3104326.42,0.766860837
2014,Police,Mt Carmel Police Pension Fund,3756407.07,7164414.86,10,1,12,11,-3408007.79,0.524314566
2014,Police,Mt Prospect Police Pension Fund,56554381.97,100568486.1,72,10,53,82,-44014104.08,0.562346956
2014,Police,Mt Vernon Police Pension Fund,17157996.06,25012046.03,40,0,18,40,-7854049.97,0.685989305
2014,Police,Mt. Zion Police Pension Fund,394553.46,1477569.48,8,0,0,8,-1083016.02,0.267028702
2014,Police,Mundelein Police Pension Fund,23564458.1,40040892.68,48,4,22,52,-16476434.58,0.588509809
2014,Police,Murphysboro Police Pension Fund,5137011.63,9309663.44,14,0,8,14,-4172651.81,0.551793485
2014,Police,Naperville Police Pension Fund,128107448.3,172565873.2,142,19,63,161,-44458424.86,0.742368384
2014,Police,New Lenox Police Pension Fund,15361375.53,24119046.41,31,5,8,36,-8757670.88,0.636898129
2014,Police,Niles Police Pension Fund,28693783.76,71066472.81,50,5,39,55,-42372689.05,0.403759785
2014,Police,Normal Police Pension Fund,30431201.71,56492967.05,66,10,37,76,-26061765.34,0.538672392
2014,Police,Norridge Police Pension Fund,23434159.47,39531160.8,36,3,21,39,-16097001.33,0.59280221
2014,Police,North Aurora Police Pension Fund,11995796.43,19182700.21,25,3,9,28,-7186903.78,0.625344519
2014,Police,North Chicago Police Pension Fund,17413886.3,44117343.68,54,5,23,59,-26703457.38,0.39471747
2014,Police,North Riverside Police Pension Fund,14537963.75,34685204.79,23,4,19,27,-20147241.04,0.419140202
2014,Police,Northbrook Police Pension Fund,43177528.62,76844350.51,62,3,44,65,-33666821.89,0.561882927
2014,Police,Northfield Police Pension Fund,13932861.63,25502487.78,19,0,13,19,-11569626.15,0.54633343
2014,Police,Northlake Police Pension Fund,16226163.6,26869045.42,37,4,13,41,-10642881.82,0.60389803
2014,Police,Oak Brook Police Pension Fund,33173300.79,49199103.83,34,6,29,40,-16025803.04,0.674266363
2014,Police,Oak Forest Police Pension Fund,25122979.41,40646241.54,38,2,20,40,-15523262.13,0.618088622
2014,Police,Oak Lawn Police Pension Fund,74410889.05,132541538.1,105,4,80,109,-58130649.02,0.561415615
2014,Police,Oak Park Police Pension Fund,83748824.65,143114979,99,14,95,113,-59366154.3,0.585185599
2014,Police,Oakbrook Terrace Police Pension Fund,9478776.98,19423857.82,18,2,11,20,-9945080.84,0.487996621
2014,Police,O'Fallon Police Pension Fund,22775452.77,27719332.42,42,4,13,46,-4943879.65,0.821645068
2014,Police,Oglesby Police Pension Fund,2744026.58,5665681.92,9,0,4,9,-2921655.34,0.48432415
2014,Police,Olney Police Pension Fund,4116359.26,10462522.67,11,1,10,12,-6346163.41,0.393438503
2014,Police,Olympia Fields Police Pension Fund,7617928.06,17761122.19,19,0,11,19,-10143194.13,0.42891029
2014,Police,Orland Hills Police Pension Fund,2834007.95,6845824.6,8,1,2,9,-4011816.65,0.413976126
2014,Police,Orland Park Police Pension Fund,70709223.3,94578180.44,88,6,39,94,-23868957.14,0.747627233
2014,Police,Oswego Police Pension Fund,18804795.93,23930597.24,44,3,7,47,-5125801.31,0.785805542
2014,Police,Ottawa Police Pension Fund,16590184.15,23407569.05,34,1,20,35,-6817384.9,0.708752973
2014,Police,Palatine Police Pension Fund,60244464.44,104825414.1,101,7,49,108,-44580949.7,0.574712391
2014,Police,Palos Heights Police Pension Fund,16731902.61,34516810.16,25,2,19,27,-17784907.55,0.484746491
2014,Police,Palos Hills Police Pension Fund,15267388.87,27785379.04,26,4,17,30,-12517990.17,0.549475638
2014,Police,Palos Park Police Pension Fund,2208926.32,5776046.12,8,1,2,9,-3567119.8,0.382428789
2014,Police,Pana Police Pension Fund,2814977.74,6536981.81,9,0,7,9,-3722004.07,0.430623462
2014,Police,Paris Police Pension Fund,5386135.85,8756429.12,15,0,7,15,-3370293.27,0.615106429
2014,Police,Park City Police Pension Fund,1145133.59,6066386.45,8,0,2,8,-4921252.86,0.188767003
2014,Police,Park Forest Police Pension Fund,19757356.14,38003655.5,39,2,24,41,-18246299.36,0.519880414
2014,Police,Park Ridge Police Pension Fund,40755896.82,64134065.46,44,9,37,53,-23378168.64,0.635479702
2014,Police,Pekin Police Pension Fund,27062621.67,46071676.33,51,4,37,55,-19009054.66,0.587402583
2014,Police,Peoria Heights Police Pension Fund,1978816.66,4590779.09,12,1,2,13,-2611962.43,0.431041577
2014,Police,Peoria Police Pension Fund,162001629.4,268633682.6,204,19,168,223,-106632053.3,0.603057769
2014,Police,Peotone Police Pension Fund,1174518.37,4499926.55,6,1,3,7,-3325408.18,0.261008343
2014,Police,Peru Police Pension Fund,7688818.16,16711510.28,23,2,14,25,-9022692.12,0.460091161
2014,Police,Pinckneyville Police Pension Fund,578985.39,3410136.59,5,0,4,5,-2831151.2,0.169783636
2014,Police,Plainfield Police Pension Fund,21165354.59,25771091.83,45,6,4,51,-4605737.24,0.821282805
2014,Police,Plano Police Pension Fund,4550810.97,6741318.5,16,1,1,17,-2190507.53,0.675062448
2014,Police,Pontiac Police Pension Fund,8709518.75,12915890.34,18,2,11,20,-4206371.59,0.674325851
2014,Police,Pontoon Beach Police Pension Fund,3754314.82,8622717.72,13,1,5,14,-4868402.9,0.435398089
2014,Police,Posen Police Pension Fund,3487750.85,4914144.91,13,1,2,14,-1426394.06,0.709737078
2014,Police,Princeton Police Pension Fund,6878957.61,9077630.57,15,1,6,16,-2198672.96,0.757792197
2014,Police,Prospect Heights Police Pension Fund,12064714.84,17516479.81,22,0,3,22,-5451764.97,0.688763666
2014,Police,Quincy Police Pension Fund,33011009.49,59351458.43,63,12,48,75,-26340448.94,0.556195422
2014,Police,Rantoul Police Pension Fund,16014445.22,24099220.74,28,2,13,30,-8084775.52,0.664521289
2014,Police,Richton Park Police Pension Fund,12430952.05,20759026.89,26,2,13,28,-8328074.84,0.598821521
2014,Police,River Forest Police Pension Fund,20373414.4,36293725.17,24,4,29,28,-15920310.77,0.56134812
2014,Police,River Grove Police Pension Fund,7460016.41,20834441.92,21,2,16,23,-13374425.51,0.358061734
2014,Police,Riverdale Police Pension Fund,15158718.7,33329347.26,31,4,15,35,-18170628.56,0.454815949
2014,Police,Riverside Police Pension Fund,8666413.99,23104621.79,18,1,13,19,-14438207.8,0.375094389
2014,Police,Robbins Police Pension Fund,349243.54,1650607.62,0,0,3,0,-1301364.08,0.211584834
2014,Police,Robinson Police Pension Fund,4157453.59,5888237.43,11,1,1,12,-1730783.84,0.706060793
2014,Police,Rochelle Police Pension Fund,11340734.74,14426297.63,20,1,11,21,-3085562.89,0.786115401
2014,Police,Rock Falls Police Pension Fund,7085491.17,11938376.51,16,3,13,19,-4852885.34,0.59350542
2014,Police,Rock Island Police Pension Fund,31635717.76,79019597.89,81,2,62,83,-47383880.13,0.400352806
2014,Police,Rockford Police Pension Fund,177194957,301168989.5,248,34,201,282,-123974032.5,0.588357245
2014,Police,Rockton Police Pension Fund,3262295.85,4514224.6,11,3,0,14,-1251928.75,0.722670257
2014,Police,Rolling Meadows Police Pension Fund,34206823.61,65644011.07,46,2,33,48,-31437187.46,0.521095878
2014,Police,Romeoville Police Pension Fund,30689845.37,45741362.35,58,5,14,63,-15051516.98,0.670942967
2014,Police,Roscoe Police Pension Fund,2753785.64,5298093.35,10,2,3,12,-2544307.71,0.519769181
2014,Police,Roselle Police Pension Fund,22168486.52,36776444.93,25,5,20,30,-14607958.41,0.602790361
2014,Police,Round Lake Beach Police Pension Fund,17254468.35,25769972.47,34,5,11,39,-8515504.12,0.669557112
2014,Police,Round Lake Park Police Pension Fund,1551834.59,7198663.1,12,0,2,12,-5646828.51,0.21557261
2014,Police,Round Lake Police Pension Fund,5592341.02,9287186.62,19,4,5,23,-3694845.6,0.602156632
2014,Police,Salem Police Pension Fund,5338562.27,9832543.97,12,1,8,13,-4493981.7,0.542948222
2014,Police,Sandwich Police Pension Fund,3804049.65,7619271.19,14,0,3,14,-3815221.54,0.499266866
2014,Police,Sauk Village Police Pension Fund,5929227.17,11614598.48,21,1,9,22,-5685371.31,0.510497817
2014,Police,Savanna Police Pension Fund,1976161,4392165.26,7,0,5,7,-2416004.26,0.449928653
2014,Police,Schaumburg Police Pension Fund,92696442.19,156389305.3,94,17,76,111,-63692863.13,0.59272878
